Researcher_A,Researcher_B,Shared_synergies_count,Shared_synergies
Kathryn Barnes,Jens Lemanski,2,bayesian stats; linear mixed-effects models
Kathryn Barnes,Jonas Hartke,2,gestures; semantics
Kathryn Barnes,Linda Oña,2,bayesian stats; linear mixed-effects models
Kathryn Barnes,Nadine Bade,2,bayesian stats; linear mixed-effects models
Kathryn Barnes,Oliver Herbort,2,bayesian stats; linear mixed-effects models
Kathryn Barnes,Pamela Perniss,2,linear mixed-effects models; research themes
Kathryn Barnes,Patrick Georg Grosz,2,linear mixed-effects models; production experiments
Kathryn Barnes,Patrick Trettenbrein,2,bayesian stats; linear mixed-effects models
Kathryn Barnes,Pilar Prieto,2,iconicity; linear mixed-effects models
Kathryn Barnes,Silva Ladewig,2,bayesian stats; linear mixed-effects models
Kathryn Barnes,Valentina Colasanti,2,formal linguistics; semantics
Kathryn Barnes,Vanessa Wing Yan Tsang,2,classifier constructions; iconicity
Kathryn Barnes,Vera Wolfrum,2,linear mixed-effects models; production experiments
Kathryn Barnes,Vinicius Macuch,2,iconicity; linear mixed-effects models
Kathryn Barnes,Wim Pouw,2,bayesian stats; linear mixed-effects models
Kathryn Barnes,Aleksandra Ćwiek,1,linear mixed-effects models
Kathryn Barnes,Alexander Mehler,1,bayesian stats
Kathryn Barnes,Babajide Owoyele,1,linear mixed-effects models
Kathryn Barnes,Carina Lüke,1,research themes
Kathryn Barnes,Christian Dobel,1,linear mixed-effects models
Kathryn Barnes,Emiliano Zaccarella,1,linear mixed-effects models
Kathryn Barnes,Frank Kügler,1,linear mixed-effects models
Kathryn Barnes,Katja Liebal,1,linear mixed-effects models
Kathryn Barnes,Liona Paulus,1,iconicity
Kathryn Barnes,Martin Schulte-Rüther,1,bayesian stats
Kathryn Barnes,Petra Schumacher,1,linear mixed-effects models
Kathryn Barnes,Stefan Hinterwimmer,1,semantics
Kathryn Barnes,Stefan R. Schweinberger,1,research themes
Kathryn Barnes,Susan Goldin-Meadow,1,bayesian stats
Kathryn Barnes,Volker Gast,1,core expertise
Kathryn Barnes,Šárka Kadavá,1,iconicity
Katja Liebal,Linda Oña,5,componentiality; data analysis methods; linear mixed-effects models; mri; observational methods
Katja Liebal,Vinicius Macuch,5,bayesian statistics; computational analysis; data analysis methods; language evolution; linear mixed-effects models
Katja Liebal,Aleksandra Ćwiek,4,data analysis methods; language evolution; linear mixed-effects models; mri
Katja Liebal,Carly A. Anderson,4,data analysis methods; mri; social communication; social science research
Katja Liebal,Federica Amici,4,cognitive mechanisms; conflict resolution; experimental studies; gestural communication
Katja Liebal,Frank Kügler,4,bayesian statistics; data analysis methods; linear mixed-effects models; mri
Katja Liebal,Matteo Maran,4,data analysis methods; linear mixed-effects models; mri; research themes
Katja Liebal,Pamela Perniss,4,bayesian statistics; cognitive mechanisms; data analysis methods; linear mixed-effects models
Katja Liebal,Patrick Georg Grosz,4,bayesian statistics; gestural communication; linear mixed-effects models; mri
Katja Liebal,Patrick Trettenbrein,4,cognitive neuroscience; linear mixed-effects models; mri; social cognition
Katja Liebal,Anna Kuder,3,linear mixed-effects models; mri; research themes
Katja Liebal,Babajide Owoyele,3,bayesian statistics; data analysis methods; linear mixed-effects models
Katja Liebal,Cornelia Loos,3,cognitive mechanisms; linear mixed-effects models; mri
Katja Liebal,Ingmar Brilmayer,3,experimental studies; language evolution; linear mixed-effects models
Katja Liebal,Marion Bonnet,3,data analysis methods; linear mixed-effects models; mri
Katja Liebal,Markus Steinbach,3,data analysis methods; linear mixed-effects models; social science research
Katja Liebal,Martin Schulte-Rüther,3,cognitive neuroscience; linear mixed models; social communication
Katja Liebal,Nadine Bade,3,data analysis methods; experimental studies; linear mixed-effects models
Katja Liebal,Nina-Kristin Meister,3,data analysis methods; mri; social cognition
Katja Liebal,Oliver Herbort,3,linear mixed-effects models; mri; social communication
Katja Liebal,Petra Schumacher,3,data analysis methods; linear mixed-effects models; mri
Katja Liebal,Philippe Schlenker,3,experimental studies; linear mixed-effects models; mri
Katja Liebal,Sebastian Walter,3,data analysis methods; linear mixed-effects models; mri
Katja Liebal,Silva Ladewig,3,linear mixed-effects models; mri; observational methods
Katja Liebal,Thomas Finkbeiner,3,data analysis methods; linear mixed-effects models; mri
Katja Liebal,Vera Wolfrum,3,bayesian statistics; linear mixed-effects models; social communication
Katja Liebal,Celina Isabelle von Eiff,2,cognitive neuroscience; social science research
Katja Liebal,Chiara Zulberti,2,cognitive mechanisms; gestural communication
Katja Liebal,Cornelia Ebert,2,linear mixed-effects models; mri
Katja Liebal,Emiliano Zaccarella,2,cognitive neuroscience; linear mixed-effects models
Katja Liebal,Jana Bressem,2,mri; observational methods
Katja Liebal,Lea Fricke,2,linear mixed-effects models; mri
Katja Liebal,Mailin Ines Antomo,2,linear mixed-effects models; mri
Katja Liebal,Marianthi Koraka,2,linear mixed-effects models; mri
Katja Liebal,Paula G. Sánchez Ramón,2,linear mixed-effects models; mri
Katja Liebal,Sarah Schwarzenberg,2,linear mixed-effects models; mri
Katja Liebal,Sotaro Kita,2,bayesian statistics; data analysis methods
Katja Liebal,Stefan Hinterwimmer,2,cognitive mechanisms; social communication
Katja Liebal,Stefan R. Schweinberger,2,data analysis methods; evolutionary psychology
Katja Liebal,Susan Goldin-Meadow,2,cognitive neuroscience; mri
Katja Liebal,Volker Gast,2,bayesian statistics; mri
Katja Liebal,Yuqiu Chen,2,linear mixed-effects models; mri
Katja Liebal,Alexander Henlein,1,mri
Katja Liebal,Alexander Mehler,1,language evolution
Katja Liebal,Annika Herrmann,1,linear mixed-effects models
Katja Liebal,Christian Dobel,1,linear mixed-effects models
Katja Liebal,Door Spruijt,1,language evolution
Katja Liebal,Jens Lemanski,1,linear mixed-effects models
Katja Liebal,Jonas Hartke,1,data analysis methods
Katja Liebal,Josiah Nii Ashie Neequaye,1,linguistic development
Katja Liebal,Kathryn Barnes,1,linear mixed-effects models
Katja Liebal,Natalia Filatkina,1,mri
Katja Liebal,Pilar Prieto,1,linear mixed-effects models
Katja Liebal,Rui Liu,1,social cognition
Katja Liebal,Susanne Fuchs,1,language evolution
Katja Liebal,Wim Pouw,1,linear mixed-effects models
Katja Liebal,Šárka Kadavá,1,data analysis methods
Lea Fricke,Anna Kuder,6,bayesian stats; eeg; iconicity; linear mixed-effects models; mri; prosodic prominence
Lea Fricke,Cornelia Ebert,6,bayesian stats; eeg; iconicity; linear mixed-effects models; mri; semantics
Lea Fricke,Cornelia Loos,6,bayesian stats; eeg; experimental semantics; linear mixed-effects models; mri; pragmatics
Lea Fricke,Patrick Georg Grosz,6,eeg; facial action coding system; lexicalist approach; linear mixed-effects models; mri; prosodic prominence
Lea Fricke,Thomas Finkbeiner,6,eeg; iconicity; linear mixed-effects models; mri; prosodic prominence; semantics
Lea Fricke,Yuqiu Chen,6,bayesian stats; eeg; iconicity; linear mixed-effects models; mri; prosodic prominence
Lea Fricke,Ingmar Brilmayer,5,bayesian stats; iconicity; linear mixed-effects models; pragmatics; semantics
Lea Fricke,Marianthi Koraka,5,bayesian stats; eeg; iconicity; linear mixed-effects models; mri
Lea Fricke,Marion Bonnet,5,bayesian stats; eeg; iconicity; linear mixed-effects models; mri
Lea Fricke,Philippe Schlenker,5,bayesian stats; linear mixed-effects models; mri; pragmatics; semantics
Lea Fricke,Sebastian Walter,5,bayesian stats; eeg; linear mixed-effects models; mri; semantics
Lea Fricke,Silva Ladewig,5,bayesian stats; eeg; linear mixed-effects models; mri; pragmatics
Lea Fricke,Aleksandra Ćwiek,4,bayesian analysis; eeg; linear mixed-effects models; mri
Lea Fricke,Jana Bressem,4,bayesian stats; eeg; mri; pragmatics
Lea Fricke,Kathryn Barnes,4,bayesian stats; iconicity; linear mixed-effects models; semantics
Lea Fricke,Linda Oña,4,bayesian stats; eeg; linear mixed-effects models; mri
Lea Fricke,Mailin Ines Antomo,4,linear mixed-effects models; mri; pragmatics; semantics
Lea Fricke,Markus Steinbach,4,bayesian stats; eeg; linear mixed-effects models; linguistic variation
Lea Fricke,Matteo Maran,4,bayesian stats; eeg; linear mixed-effects models; mri
Lea Fricke,Oliver Herbort,4,bayesian stats; eeg; linear mixed-effects models; mri
Lea Fricke,Patrick Trettenbrein,4,bayesian stats; eeg; linear mixed-effects models; mri
Lea Fricke,Sarah Schwarzenberg,4,eeg; iconicity; linear mixed-effects models; mri
Lea Fricke,Carly A. Anderson,3,bayesian stats; eeg; mri
Lea Fricke,Frank Kügler,3,eeg; linear mixed-effects models; mri
Lea Fricke,Jens Lemanski,3,bayesian stats; eeg; linear mixed-effects models
Lea Fricke,Nina-Kristin Meister,3,iconicity; mri; semantics
Lea Fricke,Paula G. Sánchez Ramón,3,bayesian stats; linear mixed-effects models; mri
Lea Fricke,Susan Goldin-Meadow,3,bayesian stats; eeg; mri
Lea Fricke,Vinicius Macuch,3,experimental evidence; iconicity; linear mixed-effects models
Lea Fricke,Annika Herrmann,2,iconicity; linear mixed-effects models
Lea Fricke,Emiliano Zaccarella,2,eeg; linear mixed-effects models
Lea Fricke,Jonas Hartke,2,pragmatics; semantics
Lea Fricke,Katja Liebal,2,linear mixed-effects models; mri
Lea Fricke,Nadine Bade,2,bayesian stats; linear mixed-effects models
Lea Fricke,Petra Schumacher,2,linear mixed-effects models; mri
Lea Fricke,Pilar Prieto,2,iconicity; linear mixed-effects models
Lea Fricke,Stefan Hinterwimmer,2,pragmatics; semantics
Lea Fricke,Vanessa Wing Yan Tsang,2,iconicity; linguistic variation
Lea Fricke,Volker Gast,2,categorization; mri
Lea Fricke,Wim Pouw,2,bayesian stats; linear mixed-effects models
Lea Fricke,Šárka Kadavá,2,bayesian analysis; iconicity
Lea Fricke,Alexander Henlein,1,mri
Lea Fricke,Alexander Mehler,1,bayesian stats
Lea Fricke,Babajide Owoyele,1,linear mixed-effects models
Lea Fricke,Chiara Zulberti,1,iconicity
Lea Fricke,Christian Dobel,1,linear mixed-effects models
Lea Fricke,Door Spruijt,1,research interests
Lea Fricke,Federica Amici,1,experimental evidence
Lea Fricke,Josiah Nii Ashie Neequaye,1,linguistic variation
Lea Fricke,Liona Paulus,1,iconicity
Lea Fricke,Marc Schulder,1,prosodic prominence
Lea Fricke,Martin Schulte-Rüther,1,bayesian stats
Lea Fricke,Natalia Filatkina,1,mri
Lea Fricke,Pamela Perniss,1,linear mixed-effects models
Lea Fricke,Pia Gehlbach,1,eeg
Lea Fricke,Rui Liu,1,perception
Lea Fricke,Valentina Colasanti,1,semantics
Lea Fricke,Vera Wolfrum,1,linear mixed-effects models
Linda Oña,Katja Liebal,5,componentiality; data analysis methods; linear mixed-effects models; mri; observational methods
Linda Oña,Marion Bonnet,5,bayesian stats; data analysis methods; eeg; linear mixed-effects models; mri
Linda Oña,Matteo Maran,5,bayesian stats; data analysis methods; eeg; linear mixed-effects models; mri
Linda Oña,Patrick Trettenbrein,5,bayesian stats; computational modeling; eeg; linear mixed-effects models; mri
Linda Oña,Sebastian Walter,5,bayesian stats; data analysis methods; eeg; linear mixed-effects models; mri
Linda Oña,Silva Ladewig,5,bayesian stats; eeg; linear mixed-effects models; mri; observational methods
Linda Oña,Aleksandra Ćwiek,4,data analysis methods; eeg; linear mixed-effects models; mri
Linda Oña,Anna Kuder,4,bayesian stats; eeg; linear mixed-effects models; mri
Linda Oña,Carly A. Anderson,4,bayesian stats; data analysis methods; eeg; mri
Linda Oña,Cornelia Ebert,4,bayesian stats; eeg; linear mixed-effects models; mri
Linda Oña,Cornelia Loos,4,bayesian stats; eeg; linear mixed-effects models; mri
Linda Oña,Frank Kügler,4,data analysis methods; eeg; linear mixed-effects models; mri
Linda Oña,Jana Bressem,4,bayesian stats; eeg; mri; observational methods
Linda Oña,Lea Fricke,4,bayesian stats; eeg; linear mixed-effects models; mri
Linda Oña,Marianthi Koraka,4,bayesian stats; eeg; linear mixed-effects models; mri
Linda Oña,Markus Steinbach,4,bayesian stats; data analysis methods; eeg; linear mixed-effects models
Linda Oña,Oliver Herbort,4,bayesian stats; eeg; linear mixed-effects models; mri
Linda Oña,Thomas Finkbeiner,4,data analysis methods; eeg; linear mixed-effects models; mri
Linda Oña,Yuqiu Chen,4,bayesian stats; eeg; linear mixed-effects models; mri
Linda Oña,Jens Lemanski,3,bayesian stats; eeg; linear mixed-effects models
Linda Oña,Nadine Bade,3,bayesian stats; data analysis methods; linear mixed-effects models
Linda Oña,Patrick Georg Grosz,3,eeg; linear mixed-effects models; mri
Linda Oña,Paula G. Sánchez Ramón,3,bayesian stats; linear mixed-effects models; mri
Linda Oña,Petra Schumacher,3,data analysis methods; linear mixed-effects models; mri
Linda Oña,Philippe Schlenker,3,bayesian stats; linear mixed-effects models; mri
Linda Oña,Sarah Schwarzenberg,3,eeg; linear mixed-effects models; mri
Linda Oña,Susan Goldin-Meadow,3,bayesian stats; eeg; mri
Linda Oña,Wim Pouw,3,bayesian stats; linear mixed-effects models; research implications
Linda Oña,Babajide Owoyele,2,data analysis methods; linear mixed-effects models
Linda Oña,Emiliano Zaccarella,2,eeg; linear mixed-effects models
Linda Oña,Ingmar Brilmayer,2,bayesian stats; linear mixed-effects models
Linda Oña,Kathryn Barnes,2,bayesian stats; linear mixed-effects models
Linda Oña,Mailin Ines Antomo,2,linear mixed-effects models; mri
Linda Oña,Nina-Kristin Meister,2,data analysis methods; mri
Linda Oña,Pamela Perniss,2,data analysis methods; linear mixed-effects models
Linda Oña,Vinicius Macuch,2,data analysis methods; linear mixed-effects models
Linda Oña,Alexander Henlein,1,mri
Linda Oña,Alexander Mehler,1,bayesian stats
Linda Oña,Annika Herrmann,1,linear mixed-effects models
Linda Oña,Celina Isabelle von Eiff,1,research impact
Linda Oña,Christian Dobel,1,linear mixed-effects models
Linda Oña,Federica Amici,1,primate communication
Linda Oña,Jonas Hartke,1,data analysis methods
Linda Oña,Liona Paulus,1,research implications
Linda Oña,Martin Schulte-Rüther,1,bayesian stats
Linda Oña,Natalia Filatkina,1,mri
Linda Oña,Pia Gehlbach,1,eeg
Linda Oña,Pilar Prieto,1,linear mixed-effects models
Linda Oña,Sotaro Kita,1,data analysis methods
Linda Oña,Stefan R. Schweinberger,1,data analysis methods
Linda Oña,Vera Wolfrum,1,linear mixed-effects models
Linda Oña,Volker Gast,1,mri
Linda Oña,Šárka Kadavá,1,data analysis methods
Liona Paulus,Thomas Finkbeiner,3,deaf culture; deaf education; iconicity
Liona Paulus,Chiara Zulberti,2,iconicity; linguistic research
Liona Paulus,Cornelia Ebert,2,iconicity; linguistic research
Liona Paulus,Pilar Prieto,2,iconicity; language development
Liona Paulus,Stefan R. Schweinberger,2,data collection; data evaluation
Liona Paulus,Vinicius Macuch,2,data collection; iconicity
Liona Paulus,Yuqiu Chen,2,iconicity; language acquisition
Liona Paulus,Anastasia Bauer,1,language contact
Liona Paulus,Anna Kuder,1,iconicity
Liona Paulus,Annika Herrmann,1,iconicity
Liona Paulus,Carina Lüke,1,language development
Liona Paulus,Carly A. Anderson,1,linguistic research
Liona Paulus,Ingmar Brilmayer,1,iconicity
Liona Paulus,Jana Bressem,1,language acquisition
Liona Paulus,Kathryn Barnes,1,iconicity
Liona Paulus,Lea Fricke,1,iconicity
Liona Paulus,Linda Oña,1,research implications
Liona Paulus,Mailin Ines Antomo,1,cross-linguistic comparison
Liona Paulus,Marianthi Koraka,1,iconicity
Liona Paulus,Marion Bonnet,1,iconicity
Liona Paulus,Markus Steinbach,1,data collection
Liona Paulus,Matteo Maran,1,deaf signers
Liona Paulus,Nadine Bade,1,language acquisition
Liona Paulus,Nina-Kristin Meister,1,iconicity
Liona Paulus,Patrick Georg Grosz,1,linguistic research
Liona Paulus,Patrick Trettenbrein,1,language development
Liona Paulus,Petra Schumacher,1,language acquisition
Liona Paulus,Sarah Schwarzenberg,1,iconicity
Liona Paulus,Silva Ladewig,1,language acquisition
Liona Paulus,Sotaro Kita,1,language development
Liona Paulus,Stefan Hinterwimmer,1,conditionals
Liona Paulus,Valentina Colasanti,1,language acquisition
Liona Paulus,Vanessa Wing Yan Tsang,1,iconicity
Liona Paulus,Wim Pouw,1,research implications
Liona Paulus,Šárka Kadavá,1,iconicity
Lisa-Marie Krause,Sotaro Kita,3,gesture recognition; gesture-speech integration; spatial cognition
Lisa-Marie Krause,Susan Goldin-Meadow,3,eye tracking; gesture processing; gesture recognition
Lisa-Marie Krause,Alexander Henlein,1,spatial cognition
Lisa-Marie Krause,Alexander Mehler,1,virtual reality
Lisa-Marie Krause,Markus Steinbach,1,gesture impact
